Invoice_ID,Client_Name,Industry,Region,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Total_Amount,Invoice_Date,Payment_Method,Sales_Rep,Status
INV101340,Orion Systems,Manufacturing,South,Kolkata,Consultancy,Business Consulting,26,46671.27,0.0,1213453.02,2022-07-08,Credit,Karan Mehra,Paid
INV101341,Quantum Retailers,Telecom,West,Bengaluru,Maintenance,Remote Support,16,16972.65,0.0,271562.4,2025-01-11,Credit,Priya Sharma,Paid
INV101342,Summit Analytics,Logistics,East,Delhi,Consultancy,IT Strategy,5,23196.67,0.0,115983.35,2025-03-04,Credit,Vikram Das,Paid
INV101343,TruTech Solutions,Logistics,East,Mumbai,Consultancy,IT Strategy,20,40482.03,0.0,809640.6,2023-11-05,Cheque,Priya Sharma,Paid
INV101344,Metro Trade Co,Finance,North,Lucknow,Licenses,Perpetual License,47,34113.8,0.0,1603348.6,2025-07-05,UPI,Neha Singh,Paid
INV101345,Pillar Manufacturing,Finance,South,Kolkata,Cloud Services,IaaS Package,13,3743.85,0.0,48670.05,2025-08-20,Cheque,Syed Ahmed,Paid
INV101346,Vanguard Imports,Logistics,South,Ahmedabad,Cloud Services,Managed Cloud,31,17400.6,52842.24,486576.36,2024-08-05,UPI,Rohit Gupta,Paid
INV101347,Optima Financials,Retail,East,Delhi,Software,CRM Module,9,7312.67,0.0,65814.03,2022-04-23,Cheque,Aman Verma,Paid
INV101348,Ridgeway LLC,Telecom,South,Chennai,Software,Billing Software,11,11422.23,0.0,125644.53,2024-06-08,Credit,Vikram Das,Paid
INV101349,Crestline Corp,Healthcare,North,Mumbai,Consultancy,Process Optimization,42,43026.03,0.0,1807093.26,2023-07-12,UPI,Rohit Gupta,Overdue
INV101350,Ridgeway LLC,Finance,North,Kolkata,Hardware,Workstation,13,63019.93,0.0,819259.09,2022-02-24,Cheque,Rohit Gupta,Paid
INV101351,Dynatek Ltd,Telecom,West,Ahmedabad,Hardware,Workstation,9,75054.89,0.0,675494.01,2021-06-06,Bank Transfer,Rohit Gupta,Overdue
INV101352,GreenGrid Inc,Retail,West,Mumbai,Licenses,User License Pack,23,31208.38,0.0,717792.74,2022-07-04,Cheque,Rohit Gupta,Paid
INV101353,TruTech Solutions,Healthcare,East,Hyderabad,Licenses,License Renewal,39,4644.38,0.0,181130.82,2025-01-04,Bank Transfer,Vikram Das,Paid
INV101354,Metro Trade Co,Healthcare,North,Lucknow,Licenses,User License Pack,29,15517.58,0.0,450009.82,2024-01-26,Bank Transfer,Karan Mehra,Pending
INV101355,Orion Systems,Telecom,East,Mumbai,Licenses,Perpetual License,5,38410.0,0.0,192050.0,2023-10-18,Cheque,Vikram Das,Paid
INV101356,FusionWorks,Finance,North,Ahmedabad,Cloud Services,SaaS Subscription,25,15979.31,0.0,399482.75,2023-09-24,Credit,Anita Rao,Paid
INV101357,Summit Analytics,Finance,East,Chennai,Consultancy,Process Optimization,17,9531.67,0.0,162038.39,2024-12-05,Credit,Neha Singh,Overdue
INV101358,Apex Solutions,IT,North,Jaipur,Hardware,Storage Array,25,86472.81,0.0,2161820.25,2023-08-09,Credit,Neha Singh,Paid
INV101359,WestBridge Group,Energy,West,Ahmedabad,Cloud Services,Managed Cloud,42,74723.26,0.0,3138376.92,2021-10-16,Bank Transfer,Priya Sharma,Paid
INV101360,BlueWave Technologies,Manufacturing,East,Ahmedabad,Licenses,User License Pack,35,21659.59,0.0,758085.65,2024-07-01,Credit,Anita Rao,Paid
INV101361,Orion Systems,Logistics,West,Jaipur,Cloud Services,Managed Cloud,20,69105.87,153136.96,1228980.44,2021-07-15,Credit,Anita Rao,Paid
INV101362,TechNova Pvt Ltd,Manufacturing,South,Hyderabad,Licenses,Perpetual License,19,26408.66,0.0,501764.54,2022-08-21,Credit,Syed Ahmed,Paid
INV101363,GreenGrid Inc,Logistics,East,Pune,Hardware,Networking Switch,16,111423.24,0.0,1782771.84,2025-03-26,Bank Transfer,Karan Mehra,Paid
INV101364,Summit Analytics,Healthcare,South,Bengaluru,Cloud Services,Managed Cloud,15,107241.82,0.0,1608627.3,2022-06-01,Credit,Karan Mehra,Paid
INV101365,Dynatek Ltd,Energy,North,Pune,Consultancy,Process Optimization,14,9549.26,0.0,133689.64,2025-07-17,Cheque,Karan Mehra,Pending
INV101366,BlueWave Technologies,Finance,West,Pune,Cloud Services,SaaS Subscription,38,49623.69,0.0,1885700.22,2023-05-15,Credit,Rohit Gupta,Paid
INV101367,Urbane Systems,Energy,East,Pune,Maintenance,Onsite Support,49,3590.35,0.0,175927.15,2024-02-16,Cheque,Karan Mehra,Paid
INV101368,Evergreen Enterprises,Healthcare,East,Lucknow,Cloud Services,IaaS Package,47,37345.38,0.0,1755232.86,2023-03-17,Bank Transfer,Rohit Gupta,Paid
INV101369,Urbane Systems,Telecom,East,Delhi,Licenses,Perpetual License,18,16188.66,0.0,291395.88,2024-03-28,Credit,Aman Verma,Overdue
INV101370,BlueWave Technologies,Healthcare,North,Pune,Hardware,Storage Array,19,85643.72,0.0,1627230.68,2023-03-26,Cheque,Aman Verma,Paid
INV101371,GreenGrid Inc,IT,West,Bengaluru,Licenses,License Renewal,13,43630.1,0.0,567191.3,2021-08-16,Cheque,Vikram Das,Paid
INV101372,Evergreen Enterprises,Retail,North,Chennai,Hardware,Server Rack,10,65964.01,0.0,659640.1,2021-08-04,Credit,Vikram Das,Paid
INV101373,Pillar Manufacturing,Manufacturing,West,Delhi,Cloud Services,Managed Cloud,24,14808.0,0.0,355392.0,2023-08-06,Credit,Neha Singh,Paid
INV101374,JetStream Holdings,Healthcare,West,Pune,Consultancy,Business Consulting,25,3161.73,0.0,79043.25,2025-09-16,UPI,Priya Sharma,Overdue
INV101375,Crestline Corp,Logistics,South,Lucknow,Cloud Services,IaaS Package,46,73557.35,0.0,3383638.1,2021-01-15,Credit,Karan Mehra,Paid
INV101376,Ridgeway LLC,Manufacturing,East,Lucknow,Hardware,Storage Array,34,6449.01,0.0,219266.34,2024-03-26,Bank Transfer,Vikram Das,Paid
INV101377,Nexus Partners,Telecom,North,Delhi,Software,Billing Software,14,22547.77,0.0,315668.78,2025-07-30,Bank Transfer,Karan Mehra,Paid
INV101378,Urbane Systems,Retail,North,Pune,Software,Analytics Tool,48,16776.72,0.0,805282.56,2024-07-08,Bank Transfer,Vikram Das,Paid
INV101379,WestBridge Group,Retail,West,Bengaluru,Licenses,Perpetual License,39,37715.34,0.0,1470898.26,2024-03-26,UPI,Karan Mehra,Paid
INV101380,Optima Financials,Telecom,South,Lucknow,Licenses,User License Pack,8,43626.96,0.0,349015.68,2021-02-16,Bank Transfer,Syed Ahmed,Paid
INV101381,JetStream Holdings,Finance,North,Ahmedabad,Software,Billing Software,48,15989.52,0.0,767496.96,2021-11-20,Cheque,Rohit Gupta,Overdue
INV101382,WestBridge Group,Retail,South,Hyderabad,Licenses,Perpetual License,7,7018.5,0.0,49129.5,2023-04-24,UPI,Priya Sharma,Paid
INV101383,Krypton Labs,Telecom,West,Kolkata,Licenses,Perpetual License,1,30093.08,0.0,30093.08,2025-09-05,UPI,Aman Verma,Paid
INV101384,JetStream Holdings,Retail,West,Chennai,Maintenance,Annual Maintenance Contract,8,34047.3,0.0,272378.4,2021-05-10,Credit,Rohit Gupta,Paid
INV101385,Summit Analytics,Finance,East,Jaipur,Software,Analytics Tool,4,31436.5,18327.8,107418.2,2024-12-05,Bank Transfer,Syed Ahmed,Paid
INV101386,BlueWave Technologies,Retail,North,Lucknow,Software,ERP Suite,45,3154.92,0.0,141971.4,2021-04-05,UPI,Syed Ahmed,Pending
INV101387,Quantum Retailers,Logistics,North,Delhi,Hardware,Storage Array,27,87664.1,0.0,2366930.7,2022-09-19,Cheque,Karan Mehra,Paid
INV101388,TruTech Solutions,Retail,East,Ahmedabad,Hardware,Storage Array,7,34133.88,0.0,238937.16,2023-01-25,Cheque,Aman Verma,Pending
INV101389,Metro Trade Co,IT,North,Lucknow,Software,Analytics Tool,11,33993.91,0.0,373933.01,2024-08-08,Bank Transfer,Karan Mehra,Paid
INV101390,Quantum Retailers,Retail,North,Jaipur,Hardware,Workstation,33,25457.87,0.0,840109.71,2023-03-05,UPI,Vikram Das,Overdue
INV101391,Pillar Manufacturing,Telecom,West,Mumbai,Licenses,User License Pack,41,15739.77,78459.3,566871.27,2024-07-30,Cheque,Karan Mehra,Paid
INV101392,Nexus Partners,Manufacturing,West,Hyderabad,Consultancy,Business Consulting,48,41521.09,0.0,1993012.32,2021-03-10,Credit,Priya Sharma,Pending
INV101393,Apex Solutions,Logistics,West,Lucknow,Licenses,License Renewal,32,46658.2,0.0,1493062.4,2025-08-11,Cheque,Vikram Das,Paid
INV101394,Horizon Logistics,Telecom,West,Kolkata,Maintenance,Annual Maintenance Contract,47,5717.37,0.0,268716.39,2021-01-11,Credit,Priya Sharma,Paid
INV101395,Nexus Partners,Telecom,East,Jaipur,Consultancy,Process Optimization,14,33715.14,0.0,472011.96,2024-07-01,Bank Transfer,Rohit Gupta,Overdue
INV101396,Horizon Logistics,Retail,East,Hyderabad,Cloud Services,IaaS Package,31,14728.91,32366.75,424229.46,2023-05-22,UPI,Anita Rao,Paid
INV101397,Pillar Manufacturing,IT,West,Lucknow,Cloud Services,IaaS Package,18,58529.69,0.0,1053534.42,2022-07-04,Bank Transfer,Rohit Gupta,Paid
INV101398,Dynatek Ltd,Manufacturing,East,Mumbai,Licenses,License Renewal,15,4010.34,0.0,60155.1,2024-03-03,Bank Transfer,Syed Ahmed,Overdue
INV101399,Evergreen Enterprises,Finance,East,Hyderabad,Hardware,Networking Switch,27,83490.27,0.0,2254237.29,2022-12-13,Credit,Rohit Gupta,Paid
INV101400,Krypton Labs,IT,South,Delhi,Cloud Services,IaaS Package,8,85339.84,0.0,682718.72,2021-01-23,UPI,Anita Rao,Paid
INV101401,Urbane Systems,Healthcare,South,Chennai,Maintenance,Remote Support,13,15264.49,33005.42,165432.95,2023-03-26,Credit,Anita Rao,Paid
INV101402,Evergreen Enterprises,Energy,East,Ahmedabad,Software,Billing Software,32,29340.12,187139.38,751744.46,2021-12-12,Credit,Aman Verma,Paid
INV101403,FusionWorks,Finance,North,Mumbai,Hardware,Storage Array,49,18163.5,78628.83,811382.67,2021-10-29,UPI,Aman Verma,Overdue
INV101404,GreenGrid Inc,Telecom,East,Lucknow,Consultancy,IT Strategy,14,17532.54,0.0,245455.56,2021-12-29,UPI,Priya Sharma,Paid
INV101405,Krypton Labs,Manufacturing,North,Lucknow,Maintenance,Annual Maintenance Contract,34,8789.26,0.0,298834.84,2022-01-31,Bank Transfer,Vikram Das,Paid
INV101406,BlueWave Technologies,Manufacturing,North,Kolkata,Hardware,Server Rack,7,99490.32,0.0,696432.24,2021-08-06,Bank Transfer,Rohit Gupta,Paid
INV101407,JetStream Holdings,Energy,South,Jaipur,Cloud Services,IaaS Package,25,21857.89,0.0,546447.25,2021-05-21,Cheque,Rohit Gupta,Paid
INV101408,Orion Systems,IT,South,Pune,Consultancy,Business Consulting,2,4131.52,0.0,8263.04,2025-06-28,Cheque,Syed Ahmed,Paid
INV101409,Crestline Corp,Healthcare,North,Bengaluru,Hardware,Workstation,14,99892.02,0.0,1398488.28,2023-08-16,Credit,Syed Ahmed,Pending
INV101410,Apex Solutions,Manufacturing,East,Lucknow,Hardware,Workstation,20,57296.59,0.0,1145931.8,2024-05-18,UPI,Syed Ahmed,Paid
INV101411,Apex Solutions,Telecom,North,Ahmedabad,Licenses,License Renewal,35,44805.3,0.0,1568185.5,2023-09-12,UPI,Karan Mehra,Paid
INV101412,BlueWave Technologies,Manufacturing,North,Kolkata,Software,ERP Suite,50,32612.98,0.0,1630649.0,2023-09-20,Bank Transfer,Rohit Gupta,Paid
INV101413,Orion Systems,Finance,North,Jaipur,Cloud Services,Managed Cloud,49,13980.6,0.0,685049.4,2025-07-05,Credit,Vikram Das,Pending
INV101414,FusionWorks,Energy,East,Pune,Licenses,Perpetual License,2,46575.79,0.0,93151.58,2025-06-28,Cheque,Vikram Das,Paid
INV101415,JetStream Holdings,Manufacturing,South,Chennai,Licenses,User License Pack,39,16382.3,0.0,638909.7,2023-04-08,Credit,Neha Singh,Pending
INV101416,JetStream Holdings,IT,West,Chennai,Hardware,Server Rack,6,44081.96,0.0,264491.76,2022-11-14,Cheque,Anita Rao,Paid
INV101417,Summit Analytics,Logistics,South,Kolkata,Maintenance,Onsite Support,5,46074.22,0.0,230371.1,2025-01-23,Credit,Vikram Das,Overdue
INV101418,Metro Trade Co,Logistics,East,Pune,Licenses,Perpetual License,16,19132.54,0.0,306120.64,2023-10-01,Cheque,Rohit Gupta,Paid
INV101419,Evergreen Enterprises,Manufacturing,East,Jaipur,Cloud Services,SaaS Subscription,37,22578.49,0.0,835404.13,2021-12-22,UPI,Rohit Gupta,Paid
INV101420,Nexus Partners,Finance,West,Chennai,Cloud Services,SaaS Subscription,2,1468.54,518.64,2418.44,2023-10-05,Cheque,Karan Mehra,Paid
INV101421,Dynatek Ltd,Telecom,West,Delhi,Maintenance,Annual Maintenance Contract,22,41200.29,0.0,906406.38,2024-09-09,Credit,Aman Verma,Paid
INV101422,Vanguard Imports,Retail,West,Ahmedabad,Hardware,Workstation,29,10341.89,0.0,299914.81,2024-03-02,Credit,Rohit Gupta,Pending
INV101423,Crestline Corp,Energy,East,Ahmedabad,Cloud Services,Managed Cloud,18,67032.81,0.0,1206590.58,2023-06-07,Bank Transfer,Priya Sharma,Paid
INV101424,Apex Solutions,IT,North,Hyderabad,Consultancy,Business Consulting,1,6397.46,0.0,6397.46,2021-05-07,UPI,Rohit Gupta,Paid
INV101425,Evergreen Enterprises,Healthcare,North,Pune,Cloud Services,SaaS Subscription,4,20098.94,0.0,80395.76,2024-02-04,Credit,Vikram Das,Paid
INV101426,Dynatek Ltd,Healthcare,East,Mumbai,Cloud Services,IaaS Package,32,66097.35,0.0,2115115.2,2023-10-06,Cheque,Aman Verma,Paid
INV101427,Pillar Manufacturing,Telecom,South,Lucknow,Cloud Services,Managed Cloud,36,76342.84,0.0,2748342.24,2022-08-27,UPI,Rohit Gupta,Overdue
INV101428,TruTech Solutions,Retail,West,Mumbai,Software,CRM Module,34,3164.61,0.0,107596.74,2025-12-28,Credit,Anita Rao,Paid
INV101429,WestBridge Group,IT,East,Jaipur,Cloud Services,Managed Cloud,42,34332.59,0.0,1441968.78,2024-11-02,Bank Transfer,Vikram Das,Overdue
INV101430,Quantum Retailers,Logistics,East,Mumbai,Consultancy,Business Consulting,18,22884.02,0.0,411912.36,2023-10-11,UPI,Anita Rao,Pending
INV101431,BlueWave Technologies,Manufacturing,East,Chennai,Licenses,License Renewal,49,22487.08,0.0,1101866.92,2021-02-20,Credit,Syed Ahmed,Paid
INV101432,Quantum Retailers,Telecom,South,Pune,Consultancy,Business Consulting,39,40846.07,0.0,1592996.73,2023-11-19,Bank Transfer,Vikram Das,Paid
INV101433,Dynatek Ltd,IT,South,Chennai,Consultancy,IT Strategy,17,43141.56,0.0,733406.52,2025-01-25,UPI,Syed Ahmed,Paid
INV101434,WestBridge Group,Energy,North,Pune,Cloud Services,IaaS Package,23,52221.03,0.0,1201083.69,2024-08-12,Bank Transfer,Syed Ahmed,Paid
INV101435,Evergreen Enterprises,Energy,West,Kolkata,Software,Analytics Tool,34,23306.31,0.0,792414.54,2024-08-13,UPI,Karan Mehra,Pending
INV101436,Lumina Consulting,Telecom,East,Delhi,Consultancy,Process Optimization,3,40499.36,0.0,121498.08,2025-10-16,Cheque,Vikram Das,Paid
INV101437,Apex Solutions,Energy,North,Pune,Cloud Services,IaaS Package,18,129885.55,204080.49,2133859.41,2023-02-18,Cheque,Priya Sharma,Paid
INV101438,Dynatek Ltd,Logistics,North,Delhi,Cloud Services,IaaS Package,1,93111.58,0.0,93111.58,2024-12-01,Bank Transfer,Syed Ahmed,Paid
INV101439,Vanguard Imports,Logistics,North,Delhi,Cloud Services,Managed Cloud,50,13615.98,0.0,680799.0,2025-11-28,Credit,Karan Mehra,Paid
INV101440,BlueWave Technologies,Finance,North,Delhi,Hardware,Server Rack,14,85536.63,0.0,1197512.82,2023-03-25,Bank Transfer,Syed Ahmed,Paid
INV101441,TruTech Solutions,Manufacturing,South,Hyderabad,Licenses,License Renewal,42,12120.34,0.0,509054.28,2025-06-25,Cheque,Vikram Das,Pending
INV101442,Urbane Systems,Energy,South,Jaipur,Consultancy,Process Optimization,6,17197.87,0.0,103187.22,2024-11-29,Bank Transfer,Vikram Das,Paid
INV101443,TechNova Pvt Ltd,Finance,South,Bengaluru,Consultancy,Business Consulting,24,3898.11,0.0,93554.64,2024-10-01,Cheque,Priya Sharma,Paid
INV101444,Apex Solutions,Manufacturing,South,Pune,Hardware,Workstation,8,29298.42,0.0,234387.36,2025-07-04,UPI,Anita Rao,Paid
INV101445,Horizon Logistics,Manufacturing,West,Chennai,Consultancy,Process Optimization,24,27110.44,0.0,650650.56,2022-02-24,Bank Transfer,Neha Singh,Paid
INV101446,Dynatek Ltd,Finance,North,Mumbai,Maintenance,Onsite Support,7,9762.65,0.0,68338.55,2024-04-20,Bank Transfer,Anita Rao,Paid
INV101447,WestBridge Group,Energy,North,Mumbai,Consultancy,Process Optimization,35,18482.0,0.0,646870.0,2023-09-10,UPI,Priya Sharma,Paid
INV101448,Vanguard Imports,Logistics,West,Pune,Licenses,Perpetual License,29,43857.29,0.0,1271861.41,2023-04-05,UPI,Vikram Das,Paid
INV101449,Vanguard Imports,Manufacturing,South,Ahmedabad,Hardware,Server Rack,20,105519.9,0.0,2110398.0,2023-10-22,Credit,Vikram Das,Pending
INV101450,Innova Services,Telecom,West,Jaipur,Maintenance,Annual Maintenance Contract,42,5786.63,0.0,243038.46,2022-07-21,Credit,Anita Rao,Overdue
INV101451,Crestline Corp,Logistics,West,Delhi,Maintenance,Onsite Support,31,17296.48,83825.33,452365.55,2022-01-06,Cheque,Aman Verma,Paid
INV101452,Dynatek Ltd,Manufacturing,North,Hyderabad,Maintenance,Onsite Support,17,16074.13,0.0,273260.21,2023-07-25,UPI,Rohit Gupta,Paid
INV101453,Krypton Labs,Retail,East,Lucknow,Consultancy,Business Consulting,23,8632.2,0.0,198540.6,2022-10-23,Credit,Anita Rao,Paid
INV101454,Dynatek Ltd,Energy,North,Pune,Software,ERP Suite,46,45832.48,0.0,2108294.08,2024-12-25,Credit,Neha Singh,Paid
INV101455,Optima Financials,Energy,South,Kolkata,Maintenance,Annual Maintenance Contract,3,31927.88,0.0,95783.64,2023-08-27,Cheque,Karan Mehra,Paid
INV101456,TruTech Solutions,Telecom,North,Ahmedabad,Hardware,Networking Switch,19,25494.92,0.0,484403.48,2024-08-25,UPI,Aman Verma,Paid
INV101457,Nexus Partners,Finance,North,Jaipur,Consultancy,IT Strategy,50,9911.37,0.0,495568.5,2024-03-06,UPI,Rohit Gupta,Pending
INV101458,Innova Services,Energy,East,Lucknow,Consultancy,Process Optimization,21,27459.23,0.0,576643.83,2021-07-21,Cheque,Aman Verma,Overdue
INV101459,Summit Analytics,Manufacturing,South,Bengaluru,Maintenance,Remote Support,37,9007.89,0.0,333291.93,2024-12-30,Bank Transfer,Karan Mehra,Paid
INV101460,BlueWave Technologies,Telecom,South,Ahmedabad,Consultancy,Business Consulting,1,12724.58,0.0,12724.58,2021-11-09,Credit,Neha Singh,Paid
INV101461,Krypton Labs,Manufacturing,East,Delhi,Consultancy,Business Consulting,16,8856.1,0.0,141697.6,2021-04-27,Cheque,Syed Ahmed,Paid
INV101462,Ridgeway LLC,Energy,South,Chennai,Consultancy,IT Strategy,40,11008.14,0.0,440325.6,2025-08-17,Cheque,Rohit Gupta,Overdue
INV101463,Ridgeway LLC,Finance,East,Hyderabad,Licenses,License Renewal,28,38587.41,0.0,1080447.48,2023-07-26,UPI,Rohit Gupta,Paid
INV101464,Lumina Consulting,IT,East,Chennai,Hardware,Workstation,10,38605.4,0.0,386054.0,2022-07-29,Bank Transfer,Anita Rao,Paid
INV101465,Metro Trade Co,Retail,West,Kolkata,Cloud Services,IaaS Package,23,118154.31,0.0,2717549.13,2021-09-01,UPI,Priya Sharma,Overdue
INV101466,Metro Trade Co,Healthcare,South,Ahmedabad,Maintenance,Onsite Support,44,14803.94,0.0,651373.36,2022-06-21,Cheque,Karan Mehra,Overdue
INV101467,BlueWave Technologies,IT,East,Lucknow,Maintenance,Onsite Support,46,47649.58,0.0,2191880.68,2025-06-14,Credit,Syed Ahmed,Paid
INV101468,Summit Analytics,Logistics,West,Delhi,Consultancy,Process Optimization,14,27455.49,0.0,384376.86,2021-03-16,Bank Transfer,Neha Singh,Paid
INV101469,WestBridge Group,IT,North,Delhi,Maintenance,Annual Maintenance Contract,7,29814.96,0.0,208704.72,2022-01-21,Cheque,Aman Verma,Paid
INV101470,Dynatek Ltd,Manufacturing,North,Pune,Consultancy,IT Strategy,2,8794.54,0.0,17589.08,2024-05-18,UPI,Priya Sharma,Paid
INV101471,Pillar Manufacturing,IT,West,Kolkata,Licenses,License Renewal,17,25415.58,0.0,432064.86,2022-04-20,Bank Transfer,Rohit Gupta,Paid
INV101472,BlueWave Technologies,Healthcare,South,Bengaluru,Software,ERP Suite,6,32908.9,22051.72,175401.68,2022-02-22,Cheque,Vikram Das,Paid
INV101473,FusionWorks,Manufacturing,South,Delhi,Cloud Services,SaaS Subscription,1,19053.67,0.0,19053.67,2021-12-13,Credit,Syed Ahmed,Paid
INV101474,Horizon Logistics,Energy,North,Kolkata,Cloud Services,IaaS Package,6,72790.89,34019.94,402725.4,2025-04-02,Bank Transfer,Rohit Gupta,Paid
INV101475,Nexus Partners,IT,East,Mumbai,Cloud Services,SaaS Subscription,23,41251.72,0.0,948789.56,2022-10-02,Cheque,Anita Rao,Paid
INV101476,Pillar Manufacturing,IT,East,Chennai,Cloud Services,SaaS Subscription,44,126189.61,0.0,5552342.84,2023-07-28,Cheque,Rohit Gupta,Paid
INV101477,GreenGrid Inc,Logistics,South,Pune,Consultancy,IT Strategy,36,9365.2,0.0,337147.2,2023-08-13,UPI,Vikram Das,Paid
INV101478,Ridgeway LLC,Telecom,South,Delhi,Software,ERP Suite,27,47415.1,0.0,1280207.7,2023-05-26,Bank Transfer,Rohit Gupta,Paid
INV101479,Quantum Retailers,Healthcare,South,Ahmedabad,Consultancy,IT Strategy,2,38294.03,0.0,76588.06,2023-02-02,Cheque,Neha Singh,Paid
INV101480,TechNova Pvt Ltd,Healthcare,North,Bengaluru,Hardware,Networking Switch,33,62346.13,0.0,2057422.29,2024-04-17,Credit,Karan Mehra,Paid
INV101481,Krypton Labs,Retail,West,Jaipur,Cloud Services,Managed Cloud,16,78288.05,0.0,1252608.8,2024-04-20,Cheque,Priya Sharma,Paid
INV101482,TechNova Pvt Ltd,IT,North,Hyderabad,Consultancy,Business Consulting,15,31614.04,0.0,474210.6,2022-10-26,Credit,Aman Verma,Paid
INV101483,JetStream Holdings,Manufacturing,South,Kolkata,Licenses,Perpetual License,29,7728.04,42740.54,181372.62,2021-01-25,Credit,Syed Ahmed,Paid
INV101484,Orion Systems,Finance,East,Delhi,Consultancy,IT Strategy,23,37413.02,0.0,860499.46,2024-04-18,Cheque,Priya Sharma,Pending
INV101485,Vanguard Imports,IT,West,Delhi,Software,ERP Suite,32,34979.79,0.0,1119353.28,2022-12-11,Cheque,Vikram Das,Pending
INV101486,Quantum Retailers,Healthcare,East,Hyderabad,Licenses,User License Pack,43,3917.33,0.0,168445.19,2025-03-05,Cheque,Rohit Gupta,Paid
INV101487,TruTech Solutions,Telecom,North,Hyderabad,Maintenance,Onsite Support,1,28312.26,0.0,28312.26,2024-03-30,Credit,Aman Verma,Overdue
INV101488,Quantum Retailers,IT,North,Chennai,Licenses,Perpetual License,32,46352.26,0.0,1483272.32,2021-06-26,Cheque,Neha Singh,Paid
INV101489,GreenGrid Inc,Manufacturing,South,Jaipur,Software,ERP Suite,10,7851.09,0.0,78510.9,2021-10-12,Credit,Vikram Das,Paid
INV101490,Urbane Systems,IT,East,Pune,Software,Analytics Tool,34,34596.12,0.0,1176268.08,2021-03-04,Credit,Aman Verma,Paid
INV101491,JetStream Holdings,Retail,East,Pune,Maintenance,Annual Maintenance Contract,21,19415.11,0.0,407717.31,2023-09-30,UPI,Vikram Das,Overdue
INV101492,WestBridge Group,Healthcare,South,Jaipur,Licenses,User License Pack,17,21586.88,0.0,366976.96,2022-10-24,Credit,Priya Sharma,Paid
INV101493,Crestline Corp,Logistics,East,Jaipur,Maintenance,Remote Support,47,15344.93,0.0,721211.71,2022-10-28,Cheque,Syed Ahmed,Paid
INV101494,Summit Analytics,Retail,East,Lucknow,Licenses,User License Pack,12,30246.8,0.0,362961.6,2021-06-05,Cheque,Rohit Gupta,Pending
INV101495,Krypton Labs,Finance,West,Mumbai,Cloud Services,Managed Cloud,41,70041.02,450566.43,2421115.39,2025-02-01,Bank Transfer,Syed Ahmed,Paid
INV101496,Pillar Manufacturing,Retail,South,Pune,Maintenance,Annual Maintenance Contract,46,23829.76,0.0,1096168.96,2023-12-09,UPI,Anita Rao,Paid
INV101497,Krypton Labs,Manufacturing,East,Kolkata,Licenses,License Renewal,2,19222.11,0.0,38444.22,2023-08-25,Credit,Aman Verma,Pending
INV101498,WestBridge Group,Manufacturing,North,Lucknow,Software,Billing Software,50,44242.36,0.0,2212118.0,2023-04-29,Bank Transfer,Neha Singh,Paid
INV101499,Krypton Labs,Healthcare,South,Lucknow,Licenses,License Renewal,15,10367.6,0.0,155514.0,2024-01-13,Cheque,Syed Ahmed,Paid
INV101500,Horizon Logistics,Finance,South,Delhi,Licenses,License Renewal,22,4077.71,12233.51,77476.11,2024-10-16,Credit,Priya Sharma,Paid
INV101501,JetStream Holdings,Telecom,North,Ahmedabad,Consultancy,IT Strategy,11,3259.17,0.0,35850.87,2022-11-20,Cheque,Neha Singh,Paid
INV101502,Quantum Retailers,Energy,North,Jaipur,Software,Billing Software,37,18339.5,0.0,678561.5,2021-05-28,Bank Transfer,Neha Singh,Paid
INV101503,Krypton Labs,Finance,West,Ahmedabad,Cloud Services,SaaS Subscription,38,24356.31,0.0,925539.78,2025-07-12,Credit,Syed Ahmed,Paid
INV101504,Nexus Partners,Finance,West,Chennai,Cloud Services,IaaS Package,46,24928.04,0.0,1146689.84,2021-12-08,Bank Transfer,Vikram Das,Paid
INV101505,Innova Services,Manufacturing,West,Hyderabad,Consultancy,IT Strategy,37,42521.73,0.0,1573304.01,2022-04-21,Credit,Rohit Gupta,Paid
INV101506,BlueWave Technologies,IT,South,Ahmedabad,Licenses,License Renewal,32,24451.08,0.0,782434.56,2023-12-23,Credit,Priya Sharma,Paid
INV101507,Metro Trade Co,Healthcare,West,Lucknow,Licenses,User License Pack,24,15730.11,71317.4,306205.24,2025-09-21,Bank Transfer,Vikram Das,Paid
INV101508,Metro Trade Co,Healthcare,South,Hyderabad,Consultancy,Process Optimization,50,48308.7,0.0,2415435.0,2024-10-15,Bank Transfer,Aman Verma,Overdue
INV101509,Apex Solutions,Manufacturing,West,Jaipur,Hardware,Server Rack,40,66743.85,0.0,2669754.0,2022-07-15,Cheque,Anita Rao,Paid
INV101510,Dynatek Ltd,Manufacturing,East,Ahmedabad,Maintenance,Annual Maintenance Contract,18,44281.7,0.0,797070.6,2021-11-23,Bank Transfer,Priya Sharma,Paid
INV101511,Crestline Corp,IT,West,Jaipur,Consultancy,Process Optimization,24,4507.21,0.0,108173.04,2025-11-28,UPI,Priya Sharma,Paid
INV101512,Orion Systems,Healthcare,West,Lucknow,Licenses,Perpetual License,17,10175.17,12962.0,160015.89,2025-10-26,Bank Transfer,Neha Singh,Pending
INV101513,TruTech Solutions,Logistics,West,Kolkata,Cloud Services,IaaS Package,37,54361.32,0.0,2011368.84,2024-03-10,Cheque,Priya Sharma,Paid
